Domain Name,Record Name,Record Type,Record Value
www.mumbotport.com,_bf3ac929e26f9d797c00ba20cda80a33.www.mumbotport.com.,CNAME,_d368c379ce54867604727edabd4569d0.wrpxpmnjfs.acm-validations.aws.
